0.011605,-0.002314,-0.009347,0.014751,-0.047041,0.115671,0.042009,-0.002063,0.196731,-0.094825,0.199164,0.038592,-0.249278,0.018119,-0.068118,0.069173,-0.169111,-0.090555,-0.129137,-0.045551,-0.013491,0.075002,-0.024737,0.020566,-0.088055,-0.264810,-0.079013,-0.101585,0.130206,-0.142793,-0.004443,-0.007933,-0.150324,-0.019531,-0.047005,-0.056610,-0.040344,-0.146644,0.224897,0.079245,-0.126432,0.025995,0.022696,0.325091,0.104880,-0.028005,0.002725,-0.015948,0.058070,-0.324156,0.098635,0.145122,0.140954,0.083237,0.063870,-0.100386,-0.051598,0.181188,-0.142711,0.156151,0.055491,0.070674,0.008035,-0.061325,0.152409,0.122786,-0.085726,-0.150952,0.064976,-0.213187,-0.071914,0.059040,-0.077187,-0.187180,-0.188310,0.079915,0.359406,0.212305,-0.113813,0.029888,-0.107276,-0.049908,0.119581,0.034623,-0.021871,-0.045217,-0.043307,0.046403,0.216611,0.015635,-0.055378,0.197660,0.016264,-0.117051,-0.005433,-0.011847,-0.025952,0.004449,-0.080820,0.031404,0.001135,-0.031190,0.022900,0.062265,-0.152437,0.129788,0.018657,-0.063307,0.140149,0.026174,-0.143534,-0.025115,0.188463,-0.298611,0.166928,0.115532,0.044625,0.092202,0.010791,0.098321,0.008590,0.000773,-0.158716,-0.085702,0.020330,-0.017929,0.001241,-0.021115
-0.110887,0.104615,-0.009209,-0.065565,-0.102183,0.030725,0.020959,-0.081161,0.165018,-0.089675,0.148040,-0.008623,-0.264908,-0.045455,0.023295,0.114618,-0.146237,-0.079870,-0.128003,-0.099569,0.165200,0.057891,0.003003,0.059906,-0.191760,-0.294528,-0.064811,-0.115418,0.058980,-0.077576,-0.001623,-0.069029,-0.093096,-0.063984,-0.000343,0.041285,-0.035047,-0.177850,0.205343,-0.023028,-0.127819,0.068666,0.079109,0.268345,0.194536,0.022890,0.051259,-0.059778,0.202366,-0.262797,0.149342,0.038755,0.117444,0.076855,0.215159,-0.211148,0.020408,0.157738,-0.252243,0.044549,0.008751,0.059937,0.020573,-0.085197,0.196730,0.096262,-0.124102,-0.054262,0.157133,-0.142717,-0.045539,-0.057212,-0.129413,-0.150401,-0.301259,0.100692,0.370643,0.218885,-0.184850,0.033996,-0.014550,-0.003825,0.073574,0.014165,-0.113242,-0.038180,-0.048301,0.045090,0.150799,0.018255,-0.047834,0.317747,0.078829,-0.084415,0.077917,0.025966,-0.169679,-0.021070,-0.094030,0.024014,0.114696,-0.162309,0.067937,0.133622,-0.271962,0.152111,-0.027136,-0.008662,-0.014163,0.019795,-0.220622,0.037931,0.150810,-0.268354,0.143113,0.151960,0.053136,0.174944,0.070733,0.027688,0.054869,0.053531,-0.160355,-0.083153,0.096792,-0.002722,0.060723,0.145056
-0.160557,0.148416,-0.098939,0.006684,-0.088621,0.039358,-0.019392,-0.127827,0.196995,-0.078532,0.155232,-0.023311,-0.256944,-0.001406,-0.039004,0.119743,-0.173717,-0.170055,-0.046352,-0.046123,0.108007,0.023796,-0.009114,0.143943,-0.122670,-0.301585,-0.058009,-0.161960,0.043816,-0.096785,-0.025005,-0.000510,-0.149524,-0.028869,0.067826,0.145330,-0.058467,-0.056282,0.272320,-0.013518,-0.183861,-0.038358,0.115244,0.251393,0.185404,0.034796,-0.018276,-0.133241,0.183939,-0.245697,0.035518,0.210787,0.080391,0.142468,0.018250,-0.218882,0.033610,0.077933,-0.223011,0.005005,0.055553,-0.078929,-0.028572,-0.024504,0.218761,0.107031,-0.089188,-0.158073,0.144399,-0.247188,-0.059200,0.090584,-0.111074,-0.243245,-0.202964,0.025820,0.392293,0.204716,-0.048031,0.129855,-0.043566,-0.086588,0.051940,0.104638,-0.049799,0.015565,-0.060511,0.076338,0.216162,-0.017366,0.032785,0.222175,0.000720,0.090247,0.063372,0.046578,-0.111552,-0.000892,-0.135050,-0.028905,-0.035075,-0.023564,0.079948,0.037446,-0.183535,0.107694,-0.016600,-0.014387,-0.063114,-0.046701,-0.120958,0.004802,0.174164,-0.252317,0.236766,0.105068,0.040526,0.173272,0.106910,0.059860,0.041615,-0.069000,-0.225369,-0.009718,0.095728,-0.019556,0.048301,-0.013677
-0.078021,0.089755,0.104386,0.007220,-0.120065,-0.030665,-0.038874,-0.100343,0.145815,-0.140118,0.204079,-0.034339,-0.234175,0.010870,-0.020124,0.167303,-0.062778,-0.131079,-0.025787,-0.029486,0.093694,0.003857,-0.025748,0.060772,-0.079408,-0.348199,-0.132818,0.008423,0.038836,-0.039194,0.031209,0.083814,-0.119648,0.054503,0.063708,0.084755,-0.080248,-0.104042,0.199620,-0.066002,-0.203225,-0.037778,0.073158,0.189501,0.252758,0.056586,0.015983,-0.118228,0.120205,-0.281584,0.031516,0.152659,0.055884,0.056795,0.070645,-0.170520,0.016773,0.136232,-0.238245,0.016860,0.018654,-0.142937,-0.061853,-0.043246,0.206866,0.161268,-0.157441,-0.140716,0.219665,-0.256279,-0.010037,0.047125,-0.107520,-0.198550,-0.271479,0.017484,0.422842,0.143723,-0.151167,0.047371,0.034860,0.029713,0.076797,0.089832,-0.113643,-0.158259,-0.123478,-0.006825,0.221311,-0.018028,-0.004546,0.235293,-0.020768,0.028252,0.021575,0.082717,-0.098976,-0.040475,-0.142425,-0.047302,0.005019,-0.059969,0.008703,0.154684,-0.169395,0.153777,-0.068434,0.012559,0.017620,-0.033798,-0.160796,-0.014632,0.138778,-0.204158,0.165333,0.090752,0.002928,0.150896,0.115615,0.129046,0.023501,-0.108111,-0.173022,-0.045736,0.049541,-0.056199,0.034720,-0.006096
-0.112557,0.146801,0.058359,-0.085746,-0.187240,0.054294,-0.182693,-0.158949,0.048096,-0.115707,0.282596,-0.037766,-0.250292,-0.081567,0.001462,0.124687,-0.171373,-0.123104,-0.038856,-0.052717,-0.006971,0.048320,-0.010783,0.043645,-0.114273,-0.331150,-0.102870,-0.120873,0.021019,-0.176462,-0.041159,-0.017817,-0.155351,-0.000662,0.000371,0.092491,-0.047243,-0.097132,0.186163,-0.002827,-0.105049,0.030191,0.011530,0.215712,0.234854,-0.047826,0.050261,-0.102260,0.138468,-0.290410,0.058645,0.155001,0.080897,0.105414,-0.014360,-0.096258,0.040208,0.144669,-0.180881,0.089032,0.126924,-0.186258,-0.100754,-0.007756,0.187689,0.141024,-0.106719,-0.180987,0.101859,-0.166084,-0.150229,0.044638,-0.113119,-0.166151,-0.332117,0.078385,0.365955,0.171019,-0.252938,0.000436,-0.047688,-0.016796,0.072241,0.080875,-0.012124,-0.126564,-0.111227,0.083440,0.235586,-0.050887,0.041257,0.269880,0.055483,0.114139,0.086788,0.143346,-0.022782,-0.079378,-0.048006,0.077289,0.015832,-0.085797,-0.025435,0.094058,-0.167148,0.224700,-0.030379,-0.045019,-0.011096,-0.122583,-0.023335,0.001423,0.205136,-0.270443,0.184164,0.208978,0.074907,0.171459,0.067593,0.070784,-0.028316,-0.090761,-0.178103,-0.108737,-0.005273,-0.009467,-0.047393,0.033768
-0.195630,0.122507,0.032919,-0.021530,-0.125351,-0.014533,-0.001677,-0.087605,0.180324,-0.066778,0.211688,-0.070774,-0.248170,-0.045305,-0.003343,0.115090,-0.137588,-0.083553,-0.050612,-0.054115,0.066963,-0.026581,-0.004524,0.071964,-0.134182,-0.332916,-0.062041,-0.039118,0.044584,-0.091485,-0.076049,0.018236,-0.159065,-0.085644,-0.019135,0.218112,-0.059181,-0.047444,0.140615,-0.006311,-0.135974,-0.046710,0.042010,0.330177,0.159778,0.086116,0.027394,-0.046908,0.148984,-0.323718,0.108197,0.101710,0.127415,0.059796,0.047944,-0.195405,0.016993,0.136897,-0.235824,0.084090,0.110872,-0.059049,-0.039839,-0.034255,0.302323,0.170653,-0.149264,-0.056016,0.139927,-0.133408,0.004484,0.029032,-0.069904,-0.237427,-0.280294,0.126582,0.439730,0.158257,-0.141792,-0.015637,-0.108433,0.003468,0.088440,0.038182,-0.092839,0.020050,-0.182271,0.057474,0.194305,-0.050867,0.001802,0.253038,0.076700,0.014474,0.020243,0.091409,-0.123904,0.017675,-0.139280,-0.009180,0.113902,-0.141450,0.029759,0.041511,-0.228196,0.170455,0.034562,-0.004310,0.005347,-0.083271,-0.164504,-0.028955,0.167177,-0.320000,0.155125,0.171028,0.060011,0.236676,0.087280,0.063313,0.079982,-0.055954,-0.077948,-0.047235,0.050633,-0.010441,0.035715,0.098854
-0.125107,0.073037,0.080428,-0.006214,-0.066362,-0.072486,-0.025205,-0.025602,0.106930,-0.027629,0.184393,-0.026656,-0.162428,0.014280,-0.040369,0.080449,-0.201475,-0.077189,-0.119968,-0.038991,0.079242,0.104615,0.025172,0.056157,-0.172458,-0.319272,-0.044445,-0.137663,0.052900,-0.117212,-0.010347,0.019642,-0.173801,-0.039555,0.010711,0.064250,-0.031663,-0.078478,0.151561,0.066323,-0.184521,0.091682,0.040931,0.309805,0.162991,0.062197,0.029378,-0.085202,0.074754,-0.189518,0.071148,0.161743,0.105192,0.047891,0.128423,-0.130205,0.085756,0.038055,-0.184452,0.093061,0.126952,0.030737,0.092738,-0.004179,0.060821,-0.026155,-0.036432,-0.083197,0.090187,-0.173788,-0.071820,0.063240,-0.070529,-0.228846,-0.251626,0.017034,0.361138,0.194896,-0.145570,0.052134,-0.076294,-0.088548,0.097521,0.013433,-0.096409,-0.007509,-0.144748,0.079546,0.216418,0.029277,0.016766,0.215456,0.056827,-0.120530,0.032382,0.002376,-0.148190,0.071563,-0.091366,0.010419,0.026028,-0.113221,-0.031373,0.069537,-0.247792,0.125793,0.014536,-0.095495,-0.041768,0.047057,-0.191866,-0.002938,0.145808,-0.222940,0.163021,0.232744,0.102756,0.120222,0.080777,0.014652,-0.005765,0.000514,-0.152666,-0.108030,0.023648,-0.001628,0.042965,0.067316
-0.087657,0.146845,0.074224,-0.050098,-0.015711,0.011700,-0.088269,-0.069857,0.163860,-0.133072,0.240825,0.009469,-0.196708,0.017643,-0.037838,0.097657,-0.059208,-0.141457,-0.091462,-0.114582,0.071412,0.050661,-0.020829,0.001275,-0.115506,-0.289831,-0.058178,-0.106487,0.097200,-0.151722,0.017930,-0.052624,-0.144810,0.005595,0.013946,0.109217,-0.112396,-0.079038,0.268078,0.028562,-0.153411,0.012979,0.063360,0.270898,0.053999,0.013780,0.110874,-0.098887,0.137185,-0.224510,0.135215,0.119008,0.180772,0.191175,0.080359,-0.238202,0.036668,0.152636,-0.216909,0.242429,0.079257,-0.066464,-0.063550,0.002804,0.204790,0.123917,-0.136872,-0.183080,0.117310,-0.160538,-0.027481,0.207931,-0.063319,-0.227433,-0.183669,0.092187,0.388430,0.160415,-0.131534,-0.029863,-0.027620,-0.093315,0.034243,0.101858,-0.079416,0.015385,-0.044389,0.042191,0.256640,0.017244,-0.073860,0.211704,0.019001,0.064009,-0.056329,0.098070,-0.128064,-0.028810,-0.034876,-0.035913,-0.021568,-0.125010,-0.047325,0.019343,-0.191223,0.220455,-0.027791,-0.010435,-0.049066,0.083797,-0.088896,-0.011909,0.183539,-0.291917,0.222410,0.233187,0.128034,0.158371,0.102299,0.049155,0.114616,-0.061912,-0.172417,-0.086083,-0.041411,-0.004166,0.009195,0.044563
-0.019257,0.097275,0.126174,-0.100694,-0.094391,-0.008268,-0.057991,-0.078332,0.195513,-0.099703,0.112679,-0.038072,-0.321092,0.125673,0.002538,0.138034,-0.165796,-0.174336,-0.072235,0.042485,-0.013177,0.119514,-0.037767,0.032282,-0.091816,-0.280618,-0.048922,-0.022647,0.011132,-0.023285,-0.022614,0.089248,-0.181977,-0.076340,0.091120,0.117924,-0.088132,-0.162997,0.160742,0.023785,-0.262698,-0.155648,0.094446,0.244072,0.200177,-0.001111,0.001160,-0.090373,0.053296,-0.371558,0.004112,0.177649,0.043518,0.146640,0.035255,-0.192505,0.096725,0.094169,-0.182962,0.029870,0.185974,-0.073068,0.056567,-0.048679,0.266982,0.012046,-0.153106,-0.070966,0.152914,-0.159229,-0.108599,0.011387,-0.102695,-0.181192,-0.256023,-0.052175,0.413443,0.148010,-0.107917,0.096437,-0.081539,-0.041785,0.040986,0.128167,0.003304,0.018276,-0.021863,0.047829,0.283596,-0.036789,0.039759,0.217650,-0.003084,-0.013596,0.051259,0.072847,-0.023730,0.002968,-0.190409,0.057602,-0.028523,-0.048529,0.023023,0.189197,-0.179289,0.168203,0.059321,-0.032160,0.084555,-0.020318,-0.110224,-0.120695,0.193644,-0.232201,0.132039,0.154003,0.038523,0.102809,0.038420,0.119135,0.059517,-0.035502,-0.201213,-0.104743,0.047007,-0.015128,-0.000653,0.062439
-0.059023,0.043026,0.094569,-0.010506,-0.150340,-0.024623,-0.062393,-0.062820,0.133857,-0.084712,0.208428,-0.071184,-0.268372,0.086434,-0.052277,0.201007,-0.196136,-0.074432,-0.144433,-0.099441,-0.047345,0.055367,0.054207,0.077860,-0.128689,-0.307396,-0.062147,-0.130668,0.059636,-0.091065,-0.044181,0.010980,-0.096337,0.038978,0.093899,0.060511,-0.095138,-0.057959,0.312989,0.019524,-0.239863,0.011212,0.079559,0.173327,0.234462,0.024011,0.013063,-0.113611,0.127239,-0.228542,0.071745,0.237476,0.088014,0.114083,0.083142,-0.117444,-0.040213,0.243066,-0.133986,0.017088,0.083595,-0.060778,0.014706,-0.032711,0.181070,0.059604,-0.173828,-0.096430,0.123986,-0.211587,-0.080895,0.059171,-0.090348,-0.183454,-0.256913,-0.007359,0.347381,0.121044,-0.184038,-0.001837,-0.027868,-0.140001,0.003901,0.132195,-0.095762,-0.035212,-0.029573,-0.011958,0.186700,-0.038661,0.117165,0.240358,0.007824,0.012015,0.005569,0.059351,-0.172373,-0.105999,-0.113853,-0.079888,-0.048979,-0.035804,0.000173,0.036596,-0.225964,0.182032,-0.050376,-0.092259,-0.057369,-0.014951,-0.035464,-0.016894,0.236216,-0.202047,0.159740,0.167831,0.029087,0.113843,0.091429,0.050041,-0.034401,-0.025775,-0.141342,-0.067861,0.041925,-0.075498,0.055781,-0.005835
